9124.3404	8653.6977	9195.5198	8445.6165	9405.7907	8694.8451	8825.7958	8801.8184	8930.2433	9097.6953	9522.2984	9516.5506	9125.2567	8926.4138	8658.8938	8857.3872	8932.127	9832.683	8853.78	9106.1441	8407.9619	9240.5196	8898.6138	8802.8913	8872.9046	8597.1409	8815.764	9053.1658	9241.4066	8588.0793	8893.6022	8480.7952	9242.2641	9599.7172	9130.6928	8827.2048	9256.52	9336.4473	9182.6047	8971.9309	9147.5142	8843.7998	9157.9596	8025.2519	8690.7924	9064.6967	9369.9209	9495.4171	9234.9754	9352.4714	9169.97	8772.2947	8938.6279	8724.1092	9214.7963	8726.2748	9101.9697	8444.864	9216.8269	9055.2189	9467.9873	8782.9015	9148.9974	8870.3268	8658.8838	9107.3458	8759.6646	8989.2883	8638.252	8789.1106	9224.6872	8969.4025	8904.1703	8857.0136	9031.5809	9237.5163	8878.0928	9033.5658	9269.5166	8960.8379	8850.4414	8865.884	9426.8892	8600.31	9192.5829	8828.6663	9080.8654	8819.5	8986.9022	9123.9837	9149.8176	9345.3247	8735.142	9198.8905	8758.6326	8754.1551	8837.9465	8929.21	8776.6921	9260.8655	8993.4044	9588.94	8769.7279	9155.4333	9336.6204	9254.8278	8642.4826	8593.1832	8717.8261	8611.3622	9347.1368	9230.1985	8951.6943	9554.2868	8509.0018	8930.684	9169.6411	8926.7875	8569.6632	8376.6618	9282.1847	9336.136	9601.6187	9697.5896	8903.0464	8824.4667	9088.0394	9408.3817	9002.7523	8824.5999	9353.0231	8699.4968	8536.8499	9572.1023	8745.2798	8843.5881	9258.8105	8707.5513	8979.0837	8757.4614	9291.4414	9092.5481	8792.8802	8473.0407	8783.1567	8942.5567	8412.7594	9152.661	9050.129	8423.2816
9136.6979	8922.8132	9093.9385	8514.4687	9502.0007	8551.9887	8760.7435	8997.7585	8849.5115	9184.1475	9726.4789	9579.051	9336.9018	8948.6945	9088.5883	9051.9331	9201.139	9847.4844	8875.1454	9410.6889	8720.519	9182.136	8646.9469	8741.5638	9080.459	8551.5942	8784.228	8962.1925	9138.994	8600.5735	8800.6568	8777.6359	9091.2141	9424.0333	9057.3798	9129.1616	9132.0364	9265.4431	9127.3049	9094.2606	9126.6004	8943.8627	9264.5456	8030.628	8543.5187	8857.3666	9278.6254	9398.91	9402.6563	9234.7506	9144.303	8827.7038	9122.8325	8666.6711	9013.139	8643.2057	9179.5651	8588.1667	9215.9165	9072.2932	9431.0323	8954.19	9340.718	8839.7628	8775.7715	9005.557	8502.6244	9064.3058	8499.1242	8945.9419	9133.4704	8639.1143	8754.111	8908.633	9023.7823	9308.1962	8797.7974	9229.4048	9361.6629	8680.882	9083.3842	9029.1256	9592.7052	8777.5004	9138.6073	8996.0438	8946.5011	8910.1879	9018.9276	8977.4835	9428.0107	9097.0883	8703.812	9330.7163	8816.824	8686.4689	8843.279	8559.7824	8965.5866	9576.9691	9065.9195	9559.9465	8569.1192	8912.1213	9509.2528	9183.1757	9047.7269	8809.3891	8643.283	8744.4262	9383.0012	9481.0325	8851.8483	9337.0548	8465.9209	8703.5732	9082.8703	9003.1867	8746.6526	8603.5841	9262.9811	9218.214	9512.1937	9827.9021	9046.9371	8653.424	9135.2101	9334.9982	8998.2357	9018.477	9645.2655	8643.619	8671.5573	9357.1905	8970.6586	9157.0579	9201.7558	8814.2597	9027.8984	8862.4845	9435.6311	9125.8913	8748.7915	8663.0997	8864.0914	8889.7635	8410.2254	9023.7409	8940.6186	8301.066
9554.433	9275.9551	9622.7912	9090.9818	9818.6543	9115.4282	9223.8729	9366.2523	9274.1902	9419.5995	10237.8616	9961.9811	9618.9376	9222.1433	9178.4709	9288.2949	9327.1335	10237.9426	9423.2446	9570.6199	8969.4978	9681.0427	9306.3028	9458.5427	9577.8111	8895.8637	9058.9763	9368.9814	9861.3773	9020.6655	9186.8864	9042.615	9492.1647	9844.1714	9490.4305	9382.1373	9529.0612	9391.2575	9415.7356	9772.8616	9514.7266	9226.7569	9394.0991	8334.048	9159.7926	9386.1857	9573.4267	9771.3733	9995.3553	9617.7031	9565.3889	9249.1217	9186.2197	9192.2233	9309.4238	9042.6223	9571.5797	8964.3956	9727.6067	9391.142	9591.3931	9232.6739	9522.2372	9318.5906	8998.7056	9535.9111	9015.1049	9590.2375	9150.8544	9355.6458	9556.629	9211.4306	9532.8384	9366.253	9244.0024	9736.1646	9199.2549	9797.5497	9554.0533	9379.4287	9458.9337	9286.5924	9882.2687	9147.2774	9374.0051	9325.2502	9331.4345	9076.346	9081.3374	9188.4376	9653.0317	9745.6948	9134.9129	9335.2481	9169.4093	9451.0396	9210.8372	9072.0581	9072.6124	9739.1324	9383.5453	9678.6249	9089.6999	9200.8477	9651.6703	9527.8015	9223.4481	9321.6384	9274.1735	8781.483	9806.7969	9912.1913	9420.5768	9688.2935	8804.3767	9380.515	9465.3303	9432.2573	9001.9944	9142.7516	9584.8885	9701.9317	9891.8725	10315.2693	9571.0644	9090.0756	9510.0692	9833.5103	9350.5024	9472.7544	10018.4678	9206.3979	9140.124	9865.8869	9237.6749	9542.4477	9622.8942	9287.6961	9470.0378	8824.5223	9759.4159	9426.2392	9270.0073	8970.7312	9298.0749	9342.4215	8834.351	9602.9394	9607.1385	8795.6078
9043.7662	8755.5079	8996.9916	8520.8135	9265.0465	8748.0149	8977.6619	9045.9887	8842.4717	8754.7838	9845.9214	9346.8238	8965.6549	9052.5991	9031.7578	8918.2012	9226.5716	9654.7212	8726.0736	9113.9962	8767.989	9216.7131	8922.3915	8782.661	9102.7123	8400.2301	8563.5753	9023.167	8988.5924	8751.9429	8789.2804	8694.1698	9355.1887	9267.3874	9053.2504	9118.9416	9042.6771	8942.7182	9136.5312	9426.9206	9164.2878	8694.7545	9141.9839	8063.7941	8517.6626	8962.071	9176.8545	9189.1472	9425.1367	9197.3429	9082.0465	8997.9184	8986.4013	8653.1156	9074.2256	8635.5099	9049.6398	8435.3378	9377.1292	9015.8162	9308.0656	8563.1772	9168.4739	8963.0842	8751.6527	8979.8828	8648.8391	8884.14	8505.4815	8878.8955	9179.0446	8898.6055	8733.8154	8821.0409	9020.9605	9316.2876	8680.4693	9084.3913	9245.5981	8950.8798	8934.1362	8865.4372	9310.0103	8792.549	9136.2149	8606.9955	9047.949	8682.9413	8966.2518	8658.6622	9340.7951	9376.8877	8733.5772	9241.6253	8630.9608	8809.4658	8615.6917	8576.728	8780.6803	9474.3948	8875.7532	9607.7801	8467.3882	8872.3794	9374.0216	9045.0621	8783.8019	8602.9669	8529.641	8592.842	9204.8654	9192.9667	9116.91	9331.0557	8508.5831	8657.2654	8945.9296	8874.8415	8560.0344	8586.2234	9215.2617	9037.8468	9277.5651	9683.4107	9115.3494	8771.5498	9097.5281	9274.9566	8859.3887	8895.6655	9250.4547	8697.9229	8650.8935	9418.5638	8797.7349	9121.73	9414.1402	8775.9619	8797.2877	8632.119	9036.7897	8918.8754	8780.9889	8546.6789	8784.0085	8883.7032	8227.7784	9087.1672	9005.419	8373.3859
9375.983	9229.0759	9393.9856	8944.9868	9352.7933	9008.2696	8948.7735	9075.3598	8833.065	9237.3037	9892.4798	9692.1146	9548.1913	9222.7736	9279.3697	8897.1979	9421.679	9994.2933	9217.3321	9479.3548	9101.3687	9745.3227	8808.7658	9101.8332	9309.8188	8849.4014	8927.8883	9264.3705	9261.4362	8762.7972	9197.491	8791.4912	9462.3809	9619.1165	9201.1748	8988.5497	9282.8571	9414.326	9304.2419	9180.5424	9400.3157	9127.1416	9278.2539	8156.9797	8830.5501	9111.5463	9572.3532	9633.4434	9550.8053	9398.6012	9364.9416	8829.9305	9380.217	9313.3837	9217.3449	8821.6444	9534.9785	8767.6574	9565.2397	9172.8872	9444.6328	9002.4824	9294.2785	8988.9884	8871.5868	9252.2047	8533.9445	9178.9482	8774.3563	8853.4698	9166.636	9266.9273	9009.2241	9192.3039	9454.7721	9434.7642	8968.6037	9266.7728	9570.633	9036.5122	9150.5011	9184.5703	9776.2559	8738.1259	9168.6517	8878.6168	9427.1718	8863.581	9018.6798	8864.8983	9243.8142	9652.7631	8935.779	9077.0202	8647.9864	9180.7028	9149.5005	8698.3439	8927.594	9506.6233	9071.8259	9663.7485	9003.5019	9041.9593	9698.1453	9453.6639	8824.6421	8871.2585	8724.9844	8763.3401	9304.9968	9537.0375	9309.352	9516.4798	8587.4394	9181.377	9346.8179	9251.8344	9026.9292	8915.9487	9449.0653	9517.2575	9688.994	10100.4721	9285.6022	8943.4968	9384.9898	9350.298	9173.9799	9423.9647	9794.0086	9241.1828	8856.2253	9652.3272	9164.8036	9240.8293	9530.6232	9067.0754	9093.8781	8755.3003	9593.6285	9166.2303	9216.8622	8992.2859	9001.6829	9037.6942	8488.3121	9221.1901	9130.8185	8591.163
9068.5429	8929.9661	8821.2397	8672.5803	9429.9011	8652.2149	8841.3611	9153.3064	8687.5295	8996.4876	9736.3211	9634.9991	9320.9184	8920.9239	8789.9312	8785.1155	9256.8267	9652.7347	9234.0737	9416.7703	8689.9045	9364.7132	8922.9477	8993.2175	8920.3359	8526.9621	8750.282	9034.62	9163.2792	8663.2322	8804.7469	8769.828	9462.508	9447.3926	8963.3074	8916.83	9099.4963	9131.5965	9077.8369	9249.2426	9106.7693	8857.2097	9139.8541	8140.5573	8831.4789	8758.9142	9284.64	9424.1005	9374.9961	9326.1705	9146.3406	8689.1525	8970.0562	8655.5166	9063.8044	8604.7701	9207.5826	8737.8086	9239.416	8860.4204	9349.3806	8759.958	9154.5874	9035.1884	8732.9455	8880.8574	8426.8385	8865.8906	8757.8029	8726.8004	9103.7888	8893.6133	8829.596	8902.6854	8837.0411	9223.453	8774.2852	9234.8269	9438.8685	9065.1945	9086.0492	8870.5009	9521.1493	8758.7878	9188.5319	8780.2302	9046.5722	8838.1969	9109.5587	8942.3702	9019.1778	9194.1269	8831.6154	9301.4448	8666.1983	8848.8909	8884.8927	8604.4696	8761.0086	9413.0605	8987.7377	9331.1037	8776.2932	9044.6483	9366.3876	9371.9499	8783.2952	9014.8479	8825.9033	8678.6983	9177.0754	9272.2919	9034.0372	9340.98	8220.947	8833.3174	8975.0599	9049.2552	8785.0143	8790.1622	9101.9911	9357.044	9293.6709	9929.9526	9160.9639	8584.5808	9023.515	9310.6771	9016.5452	9107.5166	9470.1033	8762.4475	8689.5349	9401.006	8944.215	8994.913	9274.3469	8929.5981	9014.4322	8536.3895	9131.2648	8962.9716	8856.3208	8694.1013	8954.999	8836.1333	8482.6677	9093.0347	9201.4412	8199.8533
9549.4431	9281.6471	9466.2182	9238.7733	10021.0163	9161.6291	9339.9761	9487.6346	9216.505	9656.3564	10125.2991	10000.6144	9710.9933	9455.6609	9246.2933	9246.5873	9539.7794	10196.1357	9555.9859	9709.2415	9006.9169	9823.1275	9231.4747	9213.213	9505.6295	8988.9015	9177.9271	9498.9925	9648.401	9199.2621	9517.3307	8944.0695	9411.3703	9751.8885	9234.7121	9283.3384	9456.1608	9545.0623	9505.2884	9723.3828	9760.4085	9257.7998	9428.4535	8335.4978	9261.8144	9336.458	9877.2772	9709.3155	9918.0679	9611.6033	9625.2948	9137.2078	9519.9491	9202.1785	9629.9526	8911.8055	9761.4014	9138.0526	9656.9278	9617.8167	9744.3039	9322.783	9653.0066	9590.4168	9103.6568	9468.8903	8809.2086	9107.2637	8953.5215	9470.1499	9427.3237	9496.1031	9463.6829	9547.3147	9496.6741	9874.5722	9416.7536	9621.1768	9719.0445	9421.354	9603.1218	9477.2611	9768.2754	9160.2075	9336.2834	9309.4954	9511.3077	9126.7774	9383.3268	9313.3944	9704.0511	9891.27	9249.4845	9642.051	9120.5449	9254.9796	9304.1108	8977.4018	9481.9201	10086.2016	9442.6085	9957.8775	8882.5262	9541.5559	9666.472	9571.4778	9258.9887	9108.5776	9229.4	8929.5374	9748.5309	9948.4925	9530.7847	9735.5967	8951.3538	9378.8858	9457.3561	9244.7538	9304.5397	9112.8146	9724.7443	9765.1228	9857.2537	10167.8523	9618.5202	9348.3954	9485.6739	9861.873	9252.6826	9267.2407	9957.4457	9102.007	8975.1172	9813.254	9284.8761	9518.5813	9838.0465	9374.4116	9392.2753	9111.7207	9713.4854	9380.0149	9447.932	8924.0343	9164.9288	9398.4979	8843.7206	9308.522	9514.5586	8776.5291
9086.3715	8831.2168	9131.344	8642.9294	9444.2689	8661.7112	9028.4232	8867.2511	8658.7127	8972.084	9757.1981	9566.3893	9306.7275	8854.1266	8830.5634	8883.8391	8986.9136	9667.3118	9015.4517	9048.6729	8416.9705	9421.4986	8763.5179	8811.9808	9002.0767	8406.2932	8703.8552	8914.7904	9058.0051	8630.3871	8814.3434	8625.1038	8964.83	9189.1107	9085.9128	9025.8354	9102.6857	8961.0303	9308.3657	9365.8512	9334.7867	8648.7881	9063.929	7871.5291	8597.2131	8862.9581	9397.4077	9210.715	9446.4557	9230.3075	9022.4544	8836.16	9078.9636	8869.2054	9029.9449	8558.4627	9271.8046	8738.3539	9428.7964	9104.0686	9440.2708	8738.7168	9220.6225	8681.2581	8648.9806	8850.0386	8558.386	8890.0998	8552.0546	8822.796	8941.866	8826.2012	9069.983	8907.5692	8965.4703	9351.092	8773.6178	9203.8005	9374.1828	8889.2219	8871.764	9100.3964	9467.6268	8666.804	8946.9031	8630.4554	9153.9662	9016.2587	8963.9002	9091.5497	9080.8395	9238.7297	8666.8055	9117.2636	8641.2697	8785.231	9070.8243	8706.1349	8849.4797	9575.4659	8820.3332	9543.196	8295.691	8769.1337	9345.1235	9007.2981	8809.0533	8682.7234	8762.1815	8385.9657	9084.0854	9348.6742	9089.5576	9501.4294	8401.7338	9035.5613	8858.0656	9020.5813	8710.3491	8468.5918	9208.6912	9174.9443	9462.4811	9702.5497	8988.8423	8715.7866	9112.3248	9282.7731	9031.8166	8970.8458	9359.834	8959.3433	8816.9463	9478.8852	8810.7677	9218.616	9046.2944	8659.4797	8893.8198	8519.3459	9186.8055	9083.0267	8985.5713	8654.4971	8784.7183	9087.7079	8676.1618	8830.0119	9164.4167	8677.3616
9115.9485	8882.0831	9238.0194	8677.7412	9790.7145	8812.2264	8955.3372	9276.7203	9142.5073	9306.7849	9945.1347	9584.9295	9516.6066	9053.0006	9200.0748	9052.6018	9227.6078	9897.9163	8955.2485	9392.5926	8633.1206	9299.1551	8942.9425	9131.7425	9270.9253	8485.4602	8923.8365	9264.4543	9083.138	8699.6618	8942.6554	8696.8454	9390.2351	9488.4441	9041.8171	8986.286	9055.1484	9186.9492	9265.3716	9378.4564	9190.1403	8791.9215	9067.0365	8059.3369	8876.2229	9186.6132	9373.2913	9355.3863	9601.8604	9259.1791	9227.3803	8863.6221	9126.3388	9213.0942	9065.01	8673.0342	9450.0389	8489.603	9476.2864	9111.7529	9542.9393	8781.9143	9293.1369	8933.5036	8928.5568	9041.165	8723.4633	8982.9343	8548.3683	9078.9459	9148.5137	9059.4917	8969.2402	9032.2707	9176.1042	9410.4911	9000.3732	9241.6664	9392.3482	9326.1335	9115.7029	9267.4834	9591.7597	8993.6209	9267.2709	8945.5676	9298.6599	8883.2193	9071.2367	8909.973	9277.4879	9392.7323	8917.4319	9261.1018	8767.824	9032.8343	8847.9759	8628.9808	8854.4577	9363.3248	9109.2515	9709.1273	8738.1061	9179.5193	9310.6706	9193.8935	8813.2606	8833.3142	8734.5639	8737.6187	9212.1809	9504.5055	9074.2995	9523.0398	8719.8277	8984.4095	9069.7865	9051.8795	8926.8022	8732.477	9426.6282	9305.6617	9406.7368	10046.8023	9491.2593	9097.14	9183.9608	9693.0083	8926.7909	9160.5507	9419.8371	8855.1895	8714.0657	9626.4836	9083.6441	9270.4747	9245.7801	8985.9723	8864.8348	8593.8175	9101.0772	9017.9695	9029.5433	8773.4094	8874.6829	8902.3913	8432.0072	9175.265	9163.865	8677.1587
9236.642	9124.4768	9385.2737	8698.3889	9775.5286	8643.7163	8771.4394	9058.4072	9014.5906	9202.9082	9912.4676	9551.8465	9446.3289	8802.2982	8894.6616	8953.2128	9255.7772	9938.8121	9016.9364	9214.2873	8503.4169	9284.9683	8945.6138	9142.034	9228.4288	8689.2575	8767.7839	9112.9001	9100.1485	8846.7875	8961.6937	8544.4204	9323.7718	9552.7101	8986.902	9100.4516	9181.079	8993.2278	9137.0979	9212.512	9139.298	8791.2767	9223.9491	8237.2063	8564.5268	8993.3312	9319.2556	9538.9157	9416.9151	9303.9383	9296.2575	8935.6398	9059.2935	9020.9225	9109.4872	8604.9266	9335.1398	8454.1672	9508.7107	9172.4952	9504.9208	9021.5697	9181.7397	8878.4706	8576.7205	8934.0485	8479.8987	9034.1601	8832.3085	8956.7386	9040.8385	8753.4975	9142.877	9047.5446	8996.0192	9419.0455	9042.8839	9309.3394	9442.1746	9111.0815	9115.1539	9210.8547	9561.7018	8871.5643	9125.0164	8832.4451	9178.323	9012.4857	9019.8632	9108.944	9322.694	9394.2723	8662.5057	9278.9842	8736.5526	8937.8767	9059.2708	8584.5898	8998.1671	9768.4466	9077.5956	9498.4338	8521.8715	8840.0963	9200.8317	9127.9336	8869.7281	8939.1112	8863.2	8365.8957	9335.7306	9311.6571	8910.8028	9410.7993	8625.089	8928.7768	9010.2976	9023.1214	8834.4424	8716.4052	9197.7142	9346.8892	9471.939	9983.924	9117.4957	9079.4361	8989.7734	9553.1427	9079.7607	9096.8652	9683.5475	8795.277	8731.3071	9629.039	9093.5153	9467.45	9346.6714	9108.6615	8943.0036	8727.4763	9459.5787	9412.5707	8888.3363	8716.8656	8873.64	8954.7691	8612.4091	9177.9281	9414.1149	8435.3664
